occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.5,0.242,0.336,0.336,0,0,0.641,0.641,0.641,0,0,0,0.297,0.654,0.34,1,0.37,0.261,0.37,0.37,0.939,0.939,0,0,0.281
0.5,0.242,0.336,0.336,0,0,0.641,0.641,0.641,0,0,0,0.297,0.654,0.34,1,0.37,0.261,0.37,0.37,0.939,0.939,0,0,0.0843
0.5,0.24,0.392,0.392,0,0,0.641,0.641,0.641,0,0,0,0.325,0.654,0.402,1,0.37,0.236,0.37,0.37,0.704,0.704,0,0,0
0.5,0.24,0.392,0.392,0,0,0.641,0.641,0.641,0,0,0,0.325,0.654,0.402,1,0.37,0.236,0.37,0.37,0.704,0.704,0,0,0.186
0.5,0.24,0.392,0.392,0,0,0.641,0.641,0.641,0,0,0,0.325,0.654,0.402,1,0.37,0.236,0.37,0.37,0.704,0.704,0,0,0
0.5,0.24,0.392,0.392,0,0,0.641,0.641,0.641,0,0,0,0.325,0.654,0.402,1,0.37,0.236,0.37,0.37,0.704,0.704,0,0,0
0.5,0.248,0.433,0.433,0,0,0.641,0.641,0.641,0,0,0,0.346,0.645,0.459,1,0.37,0.304,0.37,0.37,0.587,0.587,0,0,0
0,0.0493,0.433,0.433,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.459,1,0.37,0.304,0.37,0.37,0.587,0.587,0,0,0.337
0,0.0493,0.433,0.433,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.459,1,0.37,0.304,0.37,0.37,0.587,0.587,0,0,0
0.5,0.248,0.433,0.433,0,0,0.641,0.641,0.641,0,0,0,0.346,0.645,0.459,1,0.37,0.304,0.37,0.37,0.587,0.587,0,0,0
0.5,0.287,0.447,0.447,0,0.933,0.626,0.626,0.626,0,0,0,0.353,0.664,0.505,1,0.381,0.366,0.381,0.381,0.477,0.477,0,0,0
0.5,0.287,0.447,0.447,0,1,0.626,0.626,0.626,0,0,0,0.353,0.664,0.505,1,0.381,0.366,0.381,0.381,0.477,0.477,0,0,0
0.5,0.287,0.447,0.447,0,0.267,0.626,0.626,0.626,0,0,0,0.353,0.664,0.505,1,0.381,0.366,0.381,0.381,0.477,0.477,0,0,0.337
0.5,0.287,0.447,0.447,0,0,0.626,0.626,0.626,0,0,0,0.353,0.664,0.505,1,0.381,0.366,0.381,0.381,0.477,0.477,0,0,0.0843
0.5,0.367,0.545,0.545,0.0288,0,0.672,0.672,0.672,0,0,0,0.402,0.682,0.531,1,0.52,0.683,0.52,0.52,0.29,0.29,0,0,0
0.5,0.367,0.545,0.545,0.0288,0,0.672,0.672,0.672,0,0,0,0.402,0.682,0.531,1,0.52,0.683,0.52,0.52,0.29,0.29,0,0,0
0.5,0.367,0.545,0.545,0.0288,0,0.672,0.672,0.672,0,0,0,0.402,0.682,0.531,1,0.52,0.683,0.52,0.52,0.29,0.29,0,0,0
1,0.684,0.545,0.545,0.0288,0,0.672,0.672,0.672,0,0,0,0.545,0.899,0.531,1,0.52,0.683,0.52,0.52,0.29,0.29,0,0,0.0843
1,0.892,0.741,0.741,0.346,0,0.733,0.733,0.733,0,0,0,0.741,0.974,0.549,1,0.659,1,0.659,0.659,0.18,0.18,0,0,0.0843
1,0.892,0.741,0.741,0.346,0,0.733,0.733,0.733,0,0,0,0.741,0.974,0.549,1,0.659,1,0.659,0.659,0.18,0.18,0,0,0
1,0.892,0.741,0.741,0.346,0,0.733,0.733,0.733,0,0,0,0.741,0.974,0.549,1,0.659,1,0.659,0.659,0.18,0.18,0,0,0.0843
1,0.892,0.741,0.741,0.346,0,0.733,0.733,0.733,0,0,0,0.741,0.974,0.549,1,0.659,1,0.659,0.659,0.18,0.18,0,0,0.0843
0.5,0.525,0.881,0.881,0.593,0,0.764,0.764,0.764,0,0,0,0.569,0.729,0.647,1,0.763,0.714,0.763,0.763,0.102,0.102,0,0,0
0.5,0.525,0.881,0.881,0.593,0,0.764,0.764,0.764,0,0,0,0.569,0.729,0.647,1,0.763,0.714,0.763,0.763,0.102,0.102,0,0,0
0.5,0.525,0.881,0.881,0.593,0,0.764,0.764,0.764,0,0,0,0.569,0.729,0.647,1,0.763,0.714,0.763,0.763,0.102,0.102,0,0,0.0843
0.5,0.525,0.881,0.881,0.593,0,0.764,0.764,0.764,0,0,0,0.569,0.729,0.647,1,0.763,0.714,0.763,0.763,0.102,0.102,0,0,0.337
0.5,0.479,0.937,0.937,0.683,0,0.733,0.733,0.733,0,0,0,0.597,0.701,0.851,1,0.878,0.435,0.878,0.878,0.0626,0.0626,0,0,0
0.5,0.479,0.937,0.937,0.683,0,0.733,0.733,0.733,0,0,0,0.597,0.701,0.851,1,0.878,0.435,0.878,0.878,0.0626,0.0626,0,0,0
0.5,0.479,0.937,0.937,0.683,0,0.733,0.733,0.733,0,0,0,0.597,0.701,0.851,1,0.878,0.435,0.878,0.878,0.0626,0.0626,0,0,0
0.5,0.479,0.937,0.937,0.683,0,0.733,0.733,0.733,0,0,0,0.597,0.701,0.851,1,0.878,0.435,0.878,0.878,0.0626,0.0626,0,0,0
1,0.702,0.993,0.993,1,0,0.718,0.718,0.718,0,0,0,0.993,0.88,1,1,0.936,0.273,0.936,0.936,0.0313,0.0313,0,0,0
1,0.702,0.993,0.993,1,0.933,0.718,0.718,0.718,0,0,0,0.993,0.88,1,1,0.936,0.273,0.936,0.936,0.0313,0.0313,0,0,0
1,0.702,0.993,0.993,1,0.133,0.718,0.718,0.718,0,0,0,0.993,0.88,1,1,0.936,0.273,0.936,0.936,0.0313,0.0313,0,0,0
1,0.702,0.993,0.993,1,0,0.718,0.718,0.718,0,0,0,0.993,0.88,1,1,0.936,0.273,0.936,0.936,0.0313,0.0313,0,0,0
1,0.536,0.965,0.965,0.679,0,0.703,0.703,0.703,0,0,0,0.965,0.843,0.923,1,0.994,0.118,0.994,0.994,0.0235,0.0235,0,0,0.253
1,0.536,0.965,0.965,0.679,0,0.703,0.703,0.703,0,0,0,0.965,0.843,0.923,1,0.994,0.118,0.994,0.994,0.0235,0.0235,0,0,0.0843
1,0.292,0.965,0.965,0.679,0,0.703,0.703,0.703,0,0,0,0.611,0.654,0.923,1,0.994,0.118,0.994,0.994,0.0235,0.0235,0,0,0
1,0.292,0.965,0.965,0.679,0,0.703,0.703,0.703,0,0,0,0.611,0.654,0.923,1,0.994,0.118,0.994,0.994,0.0235,0.0235,0,0,0.267
1,0.263,0.825,0.825,0.132,0,0.672,0.672,0.672,0,0,0,0.541,0.607,0.582,1,0.867,0.0807,0.867,0.867,0.0235,0.0235,0,0,0
1,0.263,0.825,0.825,0.132,0,0.672,0.672,0.672,0,0,0,0.541,0.607,0.582,1,0.867,0.0807,0.867,0.867,0.0235,0.0235,0,0,0.102
1,0.263,0.825,0.825,0.132,0,0.672,0.672,0.672,0,0,0,0.541,0.607,0.582,1,0.867,0.0807,0.867,0.867,0.0235,0.0235,0,0,0.0509
1,0.0493,0.825,0.825,0.132,0,0.672,0.672,0.672,0,0,0,0.258,0.465,0.582,1,0.867,0.0807,0.867,0.867,0.0235,0.0235,0,0,0
1,0.0493,0.699,0.699,0.0658,0,0.626,0.626,0.626,0,0,0,0.258,0.465,0.265,1,0.751,0.0435,0.751,0.751,0.0235,0.0235,0,0,0
1,0.0493,0.699,0.699,0.0658,0,0.626,0.626,0.626,0,0,0,0.258,0.465,0.265,1,0.751,0.0435,0.751,0.751,0.0235,0.0235,0,0,0
1,0.0493,0.699,0.699,0.0658,0,0.626,0.626,0.626,0,0,0,0.258,0.465,0.265,1,0.751,0.0435,0.751,0.751,0.0235,0.0235,0,0,0
1,0.0493,0.699,0.699,0.0658,0,0.626,0.626,0.626,0,0,0,0.258,0.465,0.265,1,0.751,0.0435,0.751,0.751,0.0235,0.0235,0,0,0
1,0.0493,0.559,0.559,0,0,0.611,0.611,0.611,0,0,0,0.258,0.465,0.0954,1,0.509,0.0248,0.509,0.509,0.0235,0.0235,0,0,0
1,0.0493,0.559,0.559,0,0,0.611,0.611,0.611,0,0,0,0.258,0.465,0.0954,1,0.509,0.0248,0.509,0.509,0.0235,0.0235,0,0,0
1,0.0493,0.559,0.559,0,0,0.611,0.611,0.611,0,0,0,0.258,0.465,0.0954,1,0.509,0.0248,0.509,0.509,0.0235,0.0235,0,0,0
1,0.0493,0.559,0.559,0,0,0.611,0.611,0.611,0,0,0,0.258,0.465,0.0954,1,0.509,0.0248,0.509,0.509,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.596,0.596,0.596,0,0,0,0.258,0.465,0.0464,1,0.266,0.00621,0.266,0.266,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.596,0.596,0.596,0,0,0,0.258,0.465,0.0464,1,0.266,0.00621,0.266,0.266,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.596,0.596,0.596,0,0,0,0.258,0.465,0.0464,1,0.266,0.00621,0.266,0.266,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.596,0.596,0.596,0,0,0,0.258,0.465,0.0464,1,0.266,0.00621,0.266,0.266,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.58,0.58,0.58,0,0,0,0.258,0.465,0.0232,1,0.22,0.00621,0.22,0.22,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.58,0.58,0.58,0,0,0,0.258,0.465,0.0232,1,0.22,0.00621,0.22,0.22,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.58,0.58,0.58,0,0,0,0.258,0.465,0.0232,1,0.22,0.00621,0.22,0.22,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.58,0.58,0.58,0,0,0,0.258,0.465,0.0232,1,0.22,0.00621,0.22,0.22,0.0235,0.0235,0,0,0
1,0.0493,0.503,0.503,0,0,0.565,0.565,0.565,0,0,0,0.258,0.465,0.018,1,0.173,0.0124,0.173,0.173,0.0313,0.0313,0,0,0
1,0.0493,0.503,0.503,0,0,0.565,0.565,0.565,0,0,0,0.258,0.465,0.018,1,0.173,0.0124,0.173,0.173,0.0313,0.0313,0,0,0
1,0.0493,0.503,0.503,0,0,0.565,0.565,0.565,0,0,0,0.258,0.465,0.018,1,0.173,0.0124,0.173,0.173,0.0313,0.0313,0,0,0
1,0.0493,0.503,0.503,0,0,0.565,0.565,0.565,0,0,0,0.258,0.465,0.018,1,0.173,0.0124,0.173,0.173,0.0313,0.0313,0,0,0
1,0.0493,0.461,0.461,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0284,1,0.185,0.0435,0.185,0.185,0.0626,0.0626,0,0,0
1,0.0493,0.461,0.461,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0284,1,0.185,0.0435,0.185,0.185,0.0626,0.0626,0,0,0
1,0.0493,0.461,0.461,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0284,1,0.185,0.0435,0.185,0.185,0.0626,0.0626,0,0,0
1,0.0493,0.461,0.461,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0284,1,0.185,0.0435,0.185,0.185,0.0626,0.0626,0,0,0
1,0.0493,0.503,0.503,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0464,1,0.208,0.0745,0.208,0.208,0.117,0.117,0,0,0
1,0.0493,0.503,0.503,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0464,1,0.208,0.0745,0.208,0.208,0.117,0.117,0,0,0.284
1,0.0992,0.503,0.503,0,0,0.55,0.55,0.55,0,0,0,0.381,0.542,0.0464,1,0.208,0.0745,0.208,0.208,0.117,0.117,0,0,0.142
1,0.0992,0.503,0.503,0,0,0.55,0.55,0.55,0,0,0,0.381,0.542,0.0464,1,0.208,0.0745,0.208,0.208,0.117,0.117,0,0,0
1,0.2,0.601,0.601,0,0,0.58,0.58,0.58,0,0,0,0.43,0.579,0.0747,1,0.301,0.18,0.301,0.301,0.203,0.203,0,0,0.0669
1,0.2,0.601,0.601,0,0,0.58,0.58,0.58,0,0,0,0.43,0.579,0.0747,1,0.301,0.18,0.301,0.301,0.203,0.203,0,0,0
1,0.2,0.601,0.601,0,0,0.58,0.58,0.58,0,0,0,0.43,0.579,0.0747,1,0.301,0.18,0.301,0.301,0.203,0.203,0,0,0
1,0.2,0.601,0.601,0,0,0.58,0.58,0.58,0,0,0,0.43,0.579,0.0747,1,0.301,0.18,0.301,0.301,0.203,0.203,0,0,0
1,0.246,0.657,0.657,0,0,0.611,0.611,0.611,0,0,0,0.457,0.626,0.103,1,0.381,0.286,0.381,0.381,0.344,0.344,0,0,0
1,0.246,0.657,0.657,0,0,0.611,0.611,0.611,0,0,0,0.457,0.626,0.103,1,0.381,0.286,0.381,0.381,0.344,0.344,0,0,0.0581
1,0.246,0.657,0.657,0,0,0.611,0.611,0.611,0,0,0,0.457,0.626,0.103,1,0.381,0.286,0.381,0.381,0.344,0.344,0,0,0.465
1,0.246,0.657,0.657,0,0,0.611,0.611,0.611,0,0,0,0.457,0.626,0.103,1,0.381,0.286,0.381,0.381,0.344,0.344,0,0,0.286
1,0.469,0.475,0.475,0,0,0.626,0.626,0.626,0,0,0,0.475,0.806,0.126,1,0.381,0.273,0.381,0.381,0.657,0.657,0,0,0.0572
0.5,0.259,0.475,0.475,0,0,0.626,0.626,0.626,0,0,0,0.367,0.635,0.126,1,0.381,0.273,0.381,0.381,0.657,0.657,0,0,0
0.5,0.259,0.475,0.475,0,0,0.626,0.626,0.626,0,0,0,0.367,0.635,0.126,1,0.381,0.273,0.381,0.381,0.657,0.657,0,0,0.179
0.5,0.259,0.475,0.475,0,0,0.626,0.626,0.626,0,0,0,0.367,0.635,0.126,1,0.381,0.273,0.381,0.381,0.657,0.657,0,0,0
0.5,0.264,0.322,0.322,0,0,0.626,0.626,0.626,0,0,0,0.29,0.635,0.149,1,0.37,0.255,0.37,0.37,0.947,0.947,0,0,0
0.5,0.264,0.322,0.322,0,0,0.626,0.626,0.626,0,0,0,0.29,0.635,0.149,1,0.37,0.255,0.37,0.37,0.947,0.947,0,0,0.233
0.5,0.264,0.322,0.322,0,0,0.626,0.626,0.626,0,0,0,0.29,0.635,0.149,1,0.37,0.255,0.37,0.37,0.947,0.947,0,0,0
0.5,0.264,0.322,0.322,0,0,0.626,0.626,0.626,0,0,0,0.29,0.635,0.149,1,0.37,0.255,0.37,0.37,0.947,0.947,0,0,0
0.5,0.258,0.336,0.336,0,0,0.611,0.611,0.611,0,0,0,0.297,0.635,0.168,1,0.381,0.273,0.381,0.381,0.994,0.994,0,0,0.206
0.5,0.258,0.336,0.336,0,0,0.611,0.611,0.611,0,0,0,0.297,0.635,0.168,1,0.381,0.273,0.381,0.381,0.994,0.994,0,0,0
0.5,0.258,0.336,0.336,0,0,0.611,0.611,0.611,0,0,0,0.297,0.635,0.168,1,0.381,0.273,0.381,0.381,0.994,0.994,0,0,0
0.5,0.258,0.336,0.336,0,0,0.611,0.611,0.611,0,0,0,0.297,0.635,0.168,1,0.381,0.273,0.381,0.381,0.994,0.994,0,0,0.149
0.5,0.249,0.35,0.35,0,0,0.611,0.611,0.611,0,0,0,0.304,0.645,0.186,1,0.381,0.286,0.381,0.381,0.947,0.947,0,0,0.0843
0.5,0.249,0.35,0.35,0,0,0.611,0.611,0.611,0,0,0,0.304,0.645,0.186,1,0.381,0.286,0.381,0.381,0.947,0.947,0,0,0
0.5,0.249,0.35,0.35,0,0,0.611,0.611,0.611,0,0,0,0.304,0.645,0.186,1,0.381,0.286,0.381,0.381,0.947,0.947,0,0,0.274
0.5,0.249,0.35,0.35,0,0,0.611,0.611,0.611,0,0,0,0.304,0.645,0.186,1,0.381,0.286,0.381,0.381,0.947,0.947,0,0,0
0.5,0.242,0.336,0.336,0,0,0.641,0.641,0.641,0,0,0,0.297,0.654,0.196,1,0.37,0.261,0.37,0.37,0.939,0.939,0,0,0
0.5,0.242,0.336,0.336,0,0,0.641,0.641,0.641,0,0,0,0.297,0.654,0.196,1,0.37,0.261,0.37,0.37,0.939,0.939,0,0,0.286
0.5,0.242,0.336,0.336,0,0,0.641,0.641,0.641,0,0,0,0.297,0.654,0.196,1,0.37,0.261,0.37,0.37,0.939,0.939,0,0,0.0859
0.5,0.242,0.336,0.336,0,0,0.641,0.641,0.641,0,0,0,0.297,0.654,0.196,1,0.37,0.261,0.37,0.37,0.939,0.939,0,0,0
0,0.0493,0.392,0.392,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.222,1,0.37,0.236,0.37,0.37,0.704,0.704,0,0,0
0,0.0493,0.392,0.392,0,0,0.641,0.641,0.641,0,0,0,0.258,0.465,0.222,1,0.37,0.236,0.37,0.37,0.704,0.704,0,0,0.273
0.5,0.24,0.392,0.392,0,0,0.641,0.641,0.641,0,0,0,0.325,0.654,0.222,1,0.37,0.236,0.37,0.37,0.704,0.704,0,0,0
0.5,0.24,0.392,0.392,0,0,0.641,0.641,0.641,0,0,0,0.325,0.654,0.222,1,0.37,0.236,0.37,0.37,0.704,0.704,0,0,0
0.5,0.248,0.433,0.433,0,0,0.641,0.641,0.641,0,0,0,0.346,0.645,0.235,1,0.37,0.304,0.37,0.37,0.587,0.587,0,0,0.285
0.5,0.248,0.433,0.433,0,0,0.641,0.641,0.641,0,0,0,0.346,0.645,0.235,1,0.37,0.304,0.37,0.37,0.587,0.587,0,0,0.141
0.5,0.248,0.433,0.433,0,0,0.641,0.641,0.641,0,0,0,0.346,0.645,0.235,1,0.37,0.304,0.37,0.37,0.587,0.587,0,0,0
0.5,0.248,0.433,0.433,0,0,0.641,0.641,0.641,0,0,0,0.346,0.645,0.235,1,0.37,0.304,0.37,0.37,0.587,0.587,0,0,0
0.5,0.287,0.447,0.447,0,0,0.626,0.626,0.626,0,0,0,0.353,0.664,0.263,1,0.381,0.366,0.381,0.381,0.477,0.477,0,0,0.0843
0.5,0.287,0.447,0.447,0,0,0.626,0.626,0.626,0,0,0,0.353,0.664,0.263,1,0.381,0.366,0.381,0.381,0.477,0.477,0,0,0
0.5,0.287,0.447,0.447,0,0,0.626,0.626,0.626,0,0,0,0.353,0.664,0.263,1,0.381,0.366,0.381,0.381,0.477,0.477,0,0,0
0.5,0.287,0.447,0.447,0,0,0.626,0.626,0.626,0,0,0,0.353,0.664,0.263,1,0.381,0.366,0.381,0.381,0.477,0.477,0,0,0
0,0.0493,0.545,0.545,0.0288,0,0.672,0.672,0.672,0,0,0,0.258,0.465,0.327,1,0.52,0.683,0.52,0.52,0.29,0.29,0,0,0
0.5,0.367,0.545,0.545,0.0288,0,0.672,0.672,0.672,0,0,0,0.402,0.682,0.327,1,0.52,0.683,0.52,0.52,0.29,0.29,0,0,0
0.5,0.367,0.545,0.545,0.0288,0,0.672,0.672,0.672,0,0,0,0.402,0.682,0.327,1,0.52,0.683,0.52,0.52,0.29,0.29,0,0,0
0.5,0.367,0.545,0.545,0.0288,0,0.672,0.672,0.672,0,0,0,0.402,0.682,0.327,1,0.52,0.683,0.52,0.52,0.29,0.29,0,0,0
0.5,0.47,0.741,0.741,0.346,0,0.733,0.733,0.733,0,0,0,0.499,0.72,0.402,1,0.659,1,0.659,0.659,0.18,0.18,0,0,0
0.5,0.47,0.741,0.741,0.346,0,0.733,0.733,0.733,0,0,0,0.499,0.72,0.402,1,0.659,1,0.659,0.659,0.18,0.18,0,0,0
0.5,0.47,0.741,0.741,0.346,0,0.733,0.733,0.733,0,0,0,0.499,0.72,0.402,1,0.659,1,0.659,0.659,0.18,0.18,0,0,0.0843
0.5,0.47,0.741,0.741,0.346,0,0.733,0.733,0.733,0,0,0,0.499,0.72,0.402,1,0.659,1,0.659,0.659,0.18,0.18,0,0,0.0843
0.5,0.525,0.881,0.881,0.593,0,0.764,0.764,0.764,0,0,0,0.569,0.729,0.541,1,0.763,0.714,0.763,0.763,0.102,0.102,0,0,0
0.5,0.525,0.881,0.881,0.593,0,0.764,0.764,0.764,0,0,0,0.569,0.729,0.541,1,0.763,0.714,0.763,0.763,0.102,0.102,0,0,0.421
0.5,0.525,0.881,0.881,0.593,0,0.764,0.764,0.764,0,0,0,0.569,0.729,0.541,1,0.763,0.714,0.763,0.763,0.102,0.102,0,0,0.0843
0.5,0.525,0.881,0.881,0.593,0,0.764,0.764,0.764,0,0,0,0.569,0.729,0.541,1,0.763,0.714,0.763,0.763,0.102,0.102,0,0,0
0.5,0.479,0.937,0.937,0.683,0,0.733,0.733,0.733,0,0,0,0.597,0.701,0.758,1,0.878,0.435,0.878,0.878,0.0626,0.0626,0,0,0.0843
0.5,0.479,0.937,0.937,0.683,0,0.733,0.733,0.733,0,0,0,0.597,0.701,0.758,1,0.878,0.435,0.878,0.878,0.0626,0.0626,0,0,0
0.5,0.479,0.937,0.937,0.683,0,0.733,0.733,0.733,0,0,0,0.597,0.701,0.758,1,0.878,0.435,0.878,0.878,0.0626,0.0626,0,0,0.169
0.5,0.479,0.937,0.937,0.683,0,0.733,0.733,0.733,0,0,0,0.597,0.701,0.758,1,0.878,0.435,0.878,0.878,0.0626,0.0626,0,0,0
0.5,0.0493,0.993,0.993,1,0,0.718,0.718,0.718,0,0,0,0.258,0.465,0.936,1,0.936,0.273,0.936,0.936,0.0313,0.0313,0,0,0
0.5,0.0493,0.993,0.993,1,0,0.718,0.718,0.718,0,0,0,0.258,0.465,0.936,1,0.936,0.273,0.936,0.936,0.0313,0.0313,0,0,0.0843
1,0.376,0.993,0.993,1,0,0.718,0.718,0.718,0,0,0,0.625,0.673,0.936,1,0.936,0.273,0.936,0.936,0.0313,0.0313,0,0,0.253
1,0.376,0.993,0.993,1,0,0.718,0.718,0.718,0,0,0,0.625,0.673,0.936,1,0.936,0.273,0.936,0.936,0.0313,0.0313,0,0,0
1,0.292,0.965,0.965,0.679,0,0.703,0.703,0.703,0,0,0,0.611,0.654,0.887,1,0.994,0.118,0.994,0.994,0.0235,0.0235,0,0,0
1,0.292,0.965,0.965,0.679,0,0.703,0.703,0.703,0,0,0,0.611,0.654,0.887,1,0.994,0.118,0.994,0.994,0.0235,0.0235,0,0,0
1,0.292,0.965,0.965,0.679,0,0.703,0.703,0.703,0,0,0,0.611,0.654,0.887,1,0.994,0.118,0.994,0.994,0.0235,0.0235,0,0,0
1,0.292,0.965,0.965,0.679,0,0.703,0.703,0.703,0,0,0,0.611,0.654,0.887,1,0.994,0.118,0.994,0.994,0.0235,0.0235,0,0,0.337
1,0.0493,0.825,0.825,0.132,0,0.672,0.672,0.672,0,0,0,0.258,0.465,0.536,1,0.867,0.0807,0.867,0.867,0.0235,0.0235,0,0,0
1,0.0493,0.825,0.825,0.132,0,0.672,0.672,0.672,0,0,0,0.258,0.465,0.536,1,0.867,0.0807,0.867,0.867,0.0235,0.0235,0,0,0
1,0.0493,0.825,0.825,0.132,0,0.672,0.672,0.672,0,0,0,0.258,0.465,0.536,1,0.867,0.0807,0.867,0.867,0.0235,0.0235,0,0,0.0843
1,0.0493,0.825,0.825,0.132,0,0.672,0.672,0.672,0,0,0,0.258,0.465,0.536,1,0.867,0.0807,0.867,0.867,0.0235,0.0235,0,0,0
1,0.0493,0.699,0.699,0.0658,0,0.626,0.626,0.626,0,0,0,0.258,0.465,0.232,1,0.751,0.0435,0.751,0.751,0.0235,0.0235,0,0,0
1,0.0493,0.699,0.699,0.0658,0,0.626,0.626,0.626,0,0,0,0.258,0.465,0.232,1,0.751,0.0435,0.751,0.751,0.0235,0.0235,0,0,0.337
1,0.0493,0.699,0.699,0.0658,0,0.626,0.626,0.626,0,0,0,0.258,0.465,0.232,1,0.751,0.0435,0.751,0.751,0.0235,0.0235,0,0,0.169
1,0.0493,0.699,0.699,0.0658,0,0.626,0.626,0.626,0,0,0,0.258,0.465,0.232,1,0.751,0.0435,0.751,0.751,0.0235,0.0235,0,0,0
1,0.0493,0.559,0.559,0,0,0.611,0.611,0.611,0,0,0,0.258,0.465,0.0954,1,0.509,0.0248,0.509,0.509,0.0235,0.0235,0,0,0
1,0.0493,0.559,0.559,0,0,0.611,0.611,0.611,0,0,0,0.258,0.465,0.0954,1,0.509,0.0248,0.509,0.509,0.0235,0.0235,0,0,0
1,0.0493,0.559,0.559,0,0,0.611,0.611,0.611,0,0,0,0.258,0.465,0.0954,1,0.509,0.0248,0.509,0.509,0.0235,0.0235,0,0,0
1,0.0493,0.559,0.559,0,0,0.611,0.611,0.611,0,0,0,0.258,0.465,0.0954,1,0.509,0.0248,0.509,0.509,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.596,0.596,0.596,0,0,0,0.258,0.465,0.0464,1,0.266,0.00621,0.266,0.266,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.596,0.596,0.596,0,0,0,0.258,0.465,0.0464,1,0.266,0.00621,0.266,0.266,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.596,0.596,0.596,0,0,0,0.258,0.465,0.0464,1,0.266,0.00621,0.266,0.266,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.596,0.596,0.596,0,0,0,0.258,0.465,0.0464,1,0.266,0.00621,0.266,0.266,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.58,0.58,0.58,0,0,0,0.258,0.465,0.0232,1,0.22,0.00621,0.22,0.22,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.58,0.58,0.58,0,0,0,0.258,0.465,0.0232,1,0.22,0.00621,0.22,0.22,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.58,0.58,0.58,0,0,0,0.258,0.465,0.0232,1,0.22,0.00621,0.22,0.22,0.0235,0.0235,0,0,0
1,0.0493,0.517,0.517,0,0,0.58,0.58,0.58,0,0,0,0.258,0.465,0.0232,1,0.22,0.00621,0.22,0.22,0.0235,0.0235,0,0,0
1,0.0493,0.503,0.503,0,0,0.565,0.565,0.565,0,0,0,0.258,0.465,0.018,1,0.173,0.0124,0.173,0.173,0.0313,0.0313,0,0,0
1,0.0493,0.503,0.503,0,0,0.565,0.565,0.565,0,0,0,0.258,0.465,0.018,1,0.173,0.0124,0.173,0.173,0.0313,0.0313,0,0,0
1,0.0493,0.503,0.503,0,0,0.565,0.565,0.565,0,0,0,0.258,0.465,0.018,1,0.173,0.0124,0.173,0.173,0.0313,0.0313,0,0,0
1,0.0493,0.503,0.503,0,0,0.565,0.565,0.565,0,0,0,0.258,0.465,0.018,1,0.173,0.0124,0.173,0.173,0.0313,0.0313,0,0,0
1,0.0493,0.461,0.461,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0284,1,0.185,0.0435,0.185,0.185,0.0626,0.0626,0,0,0
1,0.0493,0.461,0.461,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0284,1,0.185,0.0435,0.185,0.185,0.0626,0.0626,0,0,0
1,0.0493,0.461,0.461,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0284,1,0.185,0.0435,0.185,0.185,0.0626,0.0626,0,0,0
1,0.0493,0.461,0.461,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0284,1,0.185,0.0435,0.185,0.185,0.0626,0.0626,0,0,0
1,0.0493,0.503,0.503,0,0,0.55,0.55,0.55,0,0,0,0.258,0.465,0.0464,1,0.208,0.0745,0.208,0.208,0.117,0.117,0,0,0
